uoa,filter1,filter2,MET001,MET002,MET003,MET004,MET005,MET006,MET007,MET008,MET009,MET010,MET011,MET012,MET013,MET014,MET015,MET016,MET017,MET018,MET019,MET020,MET021,MET022,MET023,MET024,MET025,MET026,MET027,MET028,MET029,MET030,MET031,MET032,MET033,MET034,MET035,MET036,MET037,MET038,MET039,MET040,MET041,MET042,MET043,MET044,MET045,MET046,MET047,MET048,MET049,MET062,MET063,MET064,MET050,MET051,MET052,MET053,MET054,MET055,MET056,MET057,MET058,MET065,MET066,MET067,MET059,MET060,MET061,MET068,MET069,MET070,MET071,MET072,MET073,MET074,MET075,MET076,MET077,MET078,MET079,MET080,MET081,MET082,MET083,MET084,MET085,MET086,MET088,MET089,MET090,MET091,MET092,MET093,MET094,MET095,MET096,MET097,MET098,MET099,MET100,MET101,MET102,MET103,MET104,MET105,MET106,MET107,MET108,MET109,MET110,MET111,MET112,MET113,MET114,MET115,MET116,MET117,MET118,MET121,MET119,MET122,MET120,MET123,MET124,MET125,MET126,MET127,MET137,MET128,MET129,MET130,MET131,MET132,MET133,MET134,MET135,MET136,MET138,MET139,MET140,MET141,MET142,MET143,MET144,MET145,MET146,MET147,MET148,MET149,MET151,MET152,MET153,MET150,MET154,MET155,MET156,MET157,MET158,MET159,MET160,MET161,MET162,MET163,MET164,MET165,MET166,MET167,MET168,MET169,MET170,MET171,MET172,MET182,MET183,MET184,MET185,MET186,MET187,MET188,MET189,MET173,MET174,MET175,MET176,MET177,MET178,MET179,MET180,MET181,MET190,MET191,MET192,MET193,MET194,MET195,MET196,MET198,MET197,MET199,MET200,MET201,MET202,MET203,MET204,MET205,MET206
SS0401,SS04,Hosts,0.7,0.47,0.03,0.05,0.08,2,,,,,,,123.03,24.78,28.27,,,0.13,6,0.44,,6,0.21,1,,,,,97.13,,,0.12,0.07,0.09,5,0.37,0.3,0.2,0.65,0.34,0.3,,,0.31,0.63,0.05,0,,,,,,0.79,0.38,0.14,64.19,0.37,,,0.24,0.09,,,,0.13,0.19,0.62,,,0.08,0.11,0.13,,,0.13,0.07,,,,2.96,1.05,7.06,1.55,0.32,0.73,0.3,0.33,0.19,0.2,1.04,0.71,0.47,1,0.9,,0.09,0.28,,0.21,,,,0.84,26.2,,,0,,,,,,128.05,385.97,0.33,0.44,49.66,,0,,0.2,0.28,0.61,,,,0.88,0.45,0.3,,,,0.87,0.31,0.09,0.95,73.61,,0.71,,0.58,0.06,0.04,0.99,0.35,0.3,0.19,,,0.74,0.29,,7221.56,74727.37,19.13,,,2.7,0.59,0.12,9.09,39.73,,,0.64,,0.04,0.16,,0,,0.01,0.01,0.44,1,0.89,,0.88,,1,0.03,0.08,1,0.02,,0.54,0.48,0.38,,,,0.13,0.17,0.27,,,,,1,0.08,0.26,0.16,0.12,,0.56
SS0402,SS04,Hosts,0.37,0.83,0.07,0.03,0.1,2,0.19,0.26,,,,,89.87,28.36,21.28,0.17,,0.08,6,0.6,0,3,0.1,0,,,,,33.51,0.07,,0.07,0.05,0.1,5,0.34,0.33,0.19,0.6,0.38,0.3,,,0.36,0.73,0.08,0,,,,,,0.71,0.3,0.11,34.58,0.39,45.32,,,,,,,0.12,0.25,0.65,,,0.07,0.06,0.04,,,0.1,,,,,2.8,1.08,9.84,2.47,0.31,0.72,0.3,0.34,0.15,0.25,1.69,0.78,0.46,0.8,0.97,,0.09,0.1,,,,,,0.79,,,,1,,,,,,269.63,297.01,0.65,0.56,56.78,0.11,0,,,0.39,0.73,15.92,,,,0.53,,1,,,1.62,0.2,0.08,0.98,83.05,,,,0.47,0.04,,0.83,0.39,0.28,0.1,0.64,0.58,0.61,0.32,,3639.04,74435.11,19.92,,,3.05,0.72,,8.45,32.95,0.21,0.28,0.58,0.15,,0.1,0.08,1,,0.03,0.01,0.15,0.85,0.81,,,,1,0.03,0.09,,,0.06,0.58,0.51,0.4,,,,0.17,0.18,0.26,,,,0.13,,0.13,0.22,0.22,0.11,,7.52
SS0403,SS04,IDPs,0.63,0.93,0.26,0.17,0.03,2,,0.21,0.14,,,,129.68,60.1,12.13,,,0.1,6,0.28,,5,0.17,,,,,,92.61,0.14,,0.42,0.41,0.36,1,0.08,0.1,0.04,0.26,0.08,0.13,,,,,0.05,0,,,,,,0.1,0.09,0.06,23.06,,38.82,,,,,,,0.76,0.33,0.66,,,0.14,0.12,0.05,,,0.13,,,,,13.97,4.81,9.28,9.14,0.13,,0.07,0.08,0.07,0.31,6.14,0.13,0.1,,,,0.12,0.18,,,,,,0.86,,,1,,,,,,,161.19,432.77,0.43,,28.57,,0,0.27,0.12,,0.09,11.23,,,0.66,0.5,,,,,5.47,1,,0.1,34.33,0.22,0.97,,,0.08,0.08,0.33,0.11,0.29,0.27,0.66,,0.73,0.11,0.53,6655.23,110906.86,15.32,,,1.36,0.61,0.15,9.13,39.07,,,0.61,,,0.15,,0,,0.02,0.01,0.25,0.91,0.89,1,0.75,,1,0.02,0.04,,0.01,,0.56,0.55,0.29,,,,0.06,0.16,0.11,,,,,,0.11,0.19,0.33,0.1,,2.3
SS0404,SS04,IDPs,0.29,1.18,0.28,0.14,0.09,2,,,,,,,90.54,46.94,33.1,,,0.13,3,0.65,0,4,0.13,,,,,,57.78,,,0.5,0.43,0.44,2,0.1,0.11,0.07,0.21,0.14,0.1,,,0.06,,0.11,1,0.08,,,,,0.15,0.09,0.13,53.24,,32.5,0.11,,0.26,,,,0.67,0.14,0.67,,,0.05,0.11,0.11,,,,,0.12,,,14.89,5.23,9.22,,0.08,,,0.07,0.06,0.16,5.76,0.16,0.07,0.19,0.2,,0.24,0.17,0.19,,,,,0.71,,,,,,,,,,220.17,687.52,0.39,,66,0.1,0,0.34,0.15,,0.22,,0,,0.29,0.5,,0,,,5.79,1,0.03,0.16,11.33,,0.34,,,0.05,,0.24,0.09,0.18,0.12,0.68,0.79,,0.12,0.61,4450.6,88590.99,17.69,,,3.18,0.62,0.19,8.25,38.55,0.25,0.2,0.76,0.18,0.13,0.14,,0,,0.02,0.01,0.34,1,0.82,1,,0.97,1,0.05,0.09,1,,0.09,0.56,0.54,0.3,,,,0.11,0.13,0.33,,,,,,0.11,0.23,0.35,0.06,,3.19
SS0405,SS04,Refugees,0.24,0.71,0.29,0.17,0.07,3,,0.2,0.19,,,,134.25,41.65,13.79,,0.18,0.09,6,0.7,,6,0.18,,,,,,64.05,0.14,,0.49,0.41,0.44,1,0.11,0.05,0.06,0.14,0.09,0.12,,,,,0.07,0,0.11,,,,,0.12,0.08,0.08,30.4,0.06,25.81,0.11,,,,,,0.56,0.35,0.6,,,0.11,0.12,0.1,,,,0.1,,,,12.05,4.55,9.04,,0.08,,,0.11,0.07,0.15,6.27,0.18,0.2,0.35,0.31,,0.22,0.17,,0.34,,,,0.94,,,,0,,,,,,179.71,237.36,0.68,,56.68,,0,0.24,,0.13,0.28,,,,0.96,0.58,,,,,6.57,1,0.02,0.32,15.09,,,,0.14,,,0.21,0.05,0.3,0.33,0.72,0.58,,0.13,,7233.55,98987.27,16.8,0.87,0.61,1.17,0.58,,7.83,36.41,0.19,,0.69,0.23,,0.08,,1,,0.03,0.01,0.15,1,0.71,1,0.72,,1,0.04,0.1,,0.02,0.07,0.57,0.42,0.39,,,,0.14,0.25,0.33,0.21,,0.15,,,0.07,0.25,0.2,0.07,,5.15
SS0406,SS04,IDPs,0.4,0.81,0.28,0.19,0.08,2,,,0.14,,,,93.09,22.63,23.94,0.25,,,2,0.64,,6,0.3,0,,,,,75.97,,,0.42,0.41,0.49,2,0.09,0.06,0.06,0.23,0.08,,,,,,0.11,0,0.07,,,,,0.23,0.05,0.13,32.72,0.12,50.12,,,0.09,,,,0.6,0.29,0.72,,,0.13,0.08,0.09,,,,,,,,13.46,5.58,9.67,,0.04,,,0.13,0.05,0.32,6.88,0.11,,,0.34,,0.26,0.12,,,,,,0.71,14.72,,1,,,,,,,245.23,392.17,0.62,,44.33,,0,0.22,,,0.13,,,,,0.44,0.31,0,,,5.73,1,,0.14,25.28,0.59,,,,,,0.24,0.14,0.18,0.21,0.73,0.72,0.78,0.05,0.4,6588.85,165819.5,19.56,0.81,0.62,3.14,0.61,,9.9,36.05,,,0.59,,,0.17,0.04,0,0.13,0.02,0.01,0.16,0.88,0.91,0.91,,0.92,1,0.06,0.09,,,0.04,0.6,0.49,0.33,,,,0.11,0.22,0.27,,,0.13,,,0.12,0.14,0.33,0.07,0.18,5.49
SS0407,SS04,IDPs,0.64,0.97,0.29,0.19,0.06,2,,,0.15,,,,122.86,27.26,20.08,,0.17,0.05,2,0.47,,6,0.33,0,,,,,91.92,,0.21,0.54,0.39,0.43,1,0.08,0.07,0.03,0.08,0.08,,,,0.09,,0.08,1,0.1,0.05,,,,0.14,0.08,0.1,60.18,0.11,,,0.11,,,,,0.59,0.42,0.76,,,0.07,0.08,0.12,,,,0.07,,,,10.58,4.86,7.21,9.41,0.14,,,0.07,0.04,0.2,6.79,0.14,,0.28,,,0.16,0.28,,,,,,0.86,,25.33,0,,,,,,,297.74,241.5,0.38,0.08,65.54,0.19,1,0.15,0.19,0.13,0.2,,,,0.52,0.48,0.15,,,,6.3,1,,0.27,14.65,0.43,0.98,,,,,0.13,0.1,0.31,0.1,0.67,,0.76,0.1,0.68,7167.91,144266.83,14.97,,,3.14,0.7,,9.5,34.92,,,0.76,,0.1,0.06,0.09,1,0.04,0.03,0.01,0.19,0.96,0.77,,,,1,0.03,0.07,1,0.01,0.05,0.47,0.58,0.4,,,,0.14,0.33,0.12,,,0.13,0.15,0,0.04,0.17,0.18,0.15,0.19,5.83
SS0408,SS04,Refugees,0.64,1.11,0.27,0.15,0.1,3,0.2,,0.17,,,,60.71,45.07,32.99,,,,6,0.21,,3,0.24,1,,,,,76.3,,,0.46,0.41,0.46,1,0.12,0.11,0.06,0.08,0.09,0.13,,,,,0.04,0,,0.05,,,,0.27,0.11,0.08,57.74,0.07,28.98,,,0.24,,,,0.75,0.22,0.7,,,0.13,0.13,0.14,,,0.06,0.09,,,,14.2,5.06,8.36,7.91,0.08,0.1,0.1,0.04,0.05,0.33,5.98,0.08,0.13,,0.21,,0.25,0.27,0.31,,,,,0.86,,12.94,,,,,,,,305.56,434.98,0.54,,49.71,,1,,0.1,,0.1,31.33,,,,0.51,,0,,,5.21,1,,0.21,10.5,,0.96,,,,0.1,0.35,0.05,0.35,0.13,,,0.79,0.08,,5004.94,109318.66,16.4,,,1.25,0.62,0.25,8.83,36.62,0.24,,0.57,,,0.15,0.09,1,0.14,0.02,0.01,0.15,1,0.82,1,0.9,0.91,1,0.06,0.04,,,0.06,0.58,0.47,0.35,,,,0.17,0.17,0.29,,0.18,0.1,0.29,1,0.13,0.15,0.11,0.17,,1.42
SS0501,SS05,Refugees,0.35,0.54,0.25,0.15,0.05,3,,0.2,0.07,,,,96.81,29.53,19.22,0.09,0.21,0.12,4,0.23,,5,0.22,,,,,,51.42,,0.72,0.45,0.39,0.46,2,0.06,0.13,0.05,0.1,0.11,,,,,0.11,0.05,1,,,,,,0.22,0.06,0.09,57.09,,30.84,,0.14,,,,,0.68,0.38,0.65,,,0.08,0.1,0.07,,,,,,,,10.82,5.02,7.56,,0.12,,0.14,0.06,0.06,0.3,6.87,0.16,0.16,,0.14,,0.25,0.24,,,,,,0.91,12.49,,0,,,,,,,168.39,570.69,0.43,0.13,35.5,,0,0.23,,,0.1,,,,,0.49,,1,,,6.1,1,,0.28,15.37,,0.68,,,,,0.17,0.12,0.33,0.17,,,,0.07,,4471.91,135094.45,19.92,0.75,,2.36,0.77,0.23,7.56,39.05,0.23,0.16,0.56,,0.12,0.12,,1,0.06,0.02,0.01,0.47,1,0.88,,,,1,0.03,0.08,,,0.09,0.49,0.46,0.3,,,,0.08,0.31,0.35,0.29,0.35,,,1,0.06,0.13,0.26,0.08,,7.17
SS0502,SS05,IDPs,0.49,0.77,0.42,0.03,0.06,3,,,0.2,,,,82.55,23.48,20.29,0.13,0.15,,2,0.31,,6,0.14,0,,,,,35.52,,,0.54,0.44,0.49,2,0.06,0.11,0.04,0.13,0.13,,,,,,0.07,0,0.05,,,,,0.26,0.1,0.06,42.38,,54.05,,,0.22,,,,0.71,0.24,0.7,,,0.09,0.1,0.07,,,,,0.21,,,14.76,5.4,9.96,7.89,0.14,0.21,0.14,0.04,0.05,0.13,7,0.2,,,,,0.19,0.19,,,,,,0.79,,20.39,,,,,,,,266.22,536.88,0.41,,37.04,,0,0.19,0.1,,0.2,,,,0.05,0.46,,,,,5.7,1,,0.23,21.41,0.34,0.96,,0.1,0.05,,0.22,0.05,0.3,0.14,,,,0.14,0.12,4534.33,169572.48,15.39,,,2.29,0.79,,7.96,34.25,0.11,,0.77,,,0.12,,1,,0.01,0.01,0.48,0.95,0.99,0.98,,0.72,1,0.07,0.07,,,0.06,0.55,0.44,0.31,,,,0.15,0.29,0.34,0.27,0.11,,,1,0.04,0.27,0.35,0.17,,7.47
SS0503,SS05,Refugees,0.25,0.5,0.55,0.06,0.07,1,,,,,,,124.28,25.87,25.48,0.11,,,6,0.31,0,2,0.31,0,,,,,39.67,0.11,,0.56,0.4,0.39,2,0.07,0.11,0.05,0.25,0.14,0.05,,,,,0.08,1,,,,,,0.2,0.07,0.13,48.47,,,,0.09,0.1,,,,0.58,0.29,0.78,,,0.11,0.05,0.09,,,,,0.19,,,10.54,5.87,8.06,9.52,0.04,0.35,0.05,0.11,0.06,0.31,6.17,0.21,,,,,0.18,0.13,,,,,,1,29.03,10.14,,,,,,,,312.8,232.24,0.21,,66.66,0.13,0,0.23,,,0.19,13.93,,,0.95,0.52,0.26,0,,,5.9,1,0.01,0.11,32.01,,,,,0.13,0.06,0.33,0.08,0.25,0.33,,,,0.1,,9846.05,114421.1,17.25,0.7,,1.42,0.76,0.27,8.6,33.93,0.09,0.2,0.57,,0.1,0.05,,1,0.08,0.01,0.01,0.41,1,0.84,,,,1,0.07,0.07,,,,0.51,0.46,0.33,,,,0.08,0.18,0.22,,,,,0,0.05,0.26,0.32,0.13,,6.84
SS0504,SS05,Refugees,0.42,1.03,0.53,0.05,0.08,1,,,0.2,,,,55.47,64.81,18.62,,,,6,0.51,,3,0.15,,,,,,70.95,,,0.56,0.46,0.37,1,0.07,0.1,0.05,0.09,0.05,0.07,,,0.06,,0.12,1,0.05,0.06,,,,0.24,0.07,0.08,34.68,0.09,22.49,,,,,,,0.61,0.23,0.66,,,0.11,0.12,0.08,,,0.12,0.06,0.08,,,12.45,5.11,9.92,,0.08,0.26,,0.1,0.03,0.32,6.74,0.28,,,0.17,,0.21,0.17,,,,,,0.9,13.12,,,,,,,,,151.58,480.48,0.48,0.17,40.13,,0,,,0.04,0.17,,1,,,0.58,,0,,,5.46,1,,0.23,31.6,0.04,0.33,,,0.07,0.05,0.29,0.11,0.27,0.19,0.62,0.6,0.57,0.08,0.49,4697.2,59463.7,18.85,,0.72,2.7,0.77,,9.58,37.65,,0.14,0.65,,,0.11,0.09,0,0.04,0.03,0.01,0.16,0.95,0.97,,0.8,0.72,1,0.07,0.05,1,,0.04,0.46,0.52,0.33,,,,0.05,0.13,0.25,,,,0.16,0,0.07,0.15,0.2,0.16,,0.71
SS0505,SS05,Hosts,0.41,1.29,0.56,0.07,0.04,2,0.18,0.31,0.09,,,,126.33,67.08,29.32,,0.14,0.08,6,0.47,,3,0.34,1,,,,,96.84,,,0.51,0.4,0.36,3,0.08,0.08,0.06,0.23,0.09,,,,0.07,,0.11,0,0.11,,,,,0.17,0.1,0.1,51.23,,,,,0.27,,,,0.73,0.24,0.7,,,0.09,0.08,0.09,,,,,,,,13.92,4.85,9.89,,0.07,0.29,0.13,0.08,0.02,0.33,6.99,0.24,0.16,0.22,0.34,,0.13,0.15,,,,,,0.89,,,,,,,,,,341.58,667.84,0.59,,53.64,,0,0.31,,,0.14,,,,,0.58,,,,,6.59,1,0.03,0.21,28.09,,0.82,,,,0.12,0.28,0.11,0.29,0.23,,,0.68,0.12,,7002.83,160460.24,19.06,,,2.69,0.68,0.11,9.76,37.02,0.09,0.13,0.63,,,0.07,0.04,1,,0.03,0.01,0.34,0.89,0.82,,,,1,0.06,0.06,,,,0.55,0.52,0.34,,,,0.05,0.32,0.29,,,0.08,,1,0.06,0.23,0.25,0.17,,5.05
SS0601,SS06,IDPs,0.41,0.41,0.45,0.07,0.09,2,,0.12,,,,,76.48,52.5,14.65,,,,3,0.31,0,2,0.32,0,,,,,67.56,0.11,0.86,0.53,0.43,0.4,2,0.1,0.08,0.03,0.11,0.08,0.07,,,,0.11,0.09,1,0.13,,,,,0.22,0.08,0.13,63.21,0.1,,,0.14,0.09,,,,0.58,0.34,0.65,,,0.09,0.1,0.12,,,,0.06,,,,11.92,4.72,8.49,,0.09,0.3,,0.07,0.07,0.2,6.33,0.2,0.19,,0.21,,0.11,0.22,0.17,,,,,0.79,,13.68,0,1,,,,,,180.57,208.26,0.38,0.2,41.47,,0,,,0.09,0.22,,,,,0.58,,1,,,6.73,1,,0.21,11.98,,,,,,0.09,0.22,0.14,0.15,0.22,,,,0.1,0.29,4740.49,145053.23,14.05,0.87,0.75,1.36,0.6,0.18,9.03,30.45,,,0.62,,0.14,0.11,0.07,0,,0.01,0.01,0.36,0.94,0.94,1,,0.93,1,0.06,0.05,1,0.02,0.05,0.45,0.58,0.39,,,,0.11,0.23,0.2,,0.16,0.16,,,0.07,0.11,0.21,0.14,,4.92
SS0602,SS06,Hosts,0.63,1.15,0.22,0.15,0.21,7,0.58,0.74,0.44,,,,300.75,197.88,95.86,0.71,0.48,0.38,19,1.48,1,15,0.76,1,,,,,251.04,0.58,,0.52,0.38,0.48,2,0.1,0.12,0.05,0.23,0.05,0.14,,,0.09,0.19,0.12,1,,,,,,0.12,0.11,0.09,23.15,0.13,,,,,,,,0.79,0.27,0.56,,,0.1,0.13,0.05,,,0.07,,,,,13.75,4.53,7.54,,0.08,,,0.11,0.04,0.14,6.44,0.19,,0.26,0.15,,0.1,0.26,0.23,0.13,,,,0.76,28.14,31.5,,,,,,,,191.32,375.2,0.35,0.09,39.53,0.09,0,0.21,0.16,,0.24,23.11,,,0.48,0.56,0.27,,,,5.11,1,,0.15,28.23,0.94,,,,0.08,,0.12,0.13,0.34,0.35,,,,0.06,0.7,7812.34,86094.62,16.16,0.89,0.63,2.66,0.74,0.09,9.53,30.8,0.21,0.24,0.63,,0.1,0.16,0.13,1,0.12,0.03,0.01,0.36,1,0.82,,,,1,0.05,0.08,1,0.01,0.09,0.44,0.46,0.36,,,,0.13,0.29,0.21,0.31,,0.08,0.32,0,0.11,0.11,0.13,0.09,0.29,0.49
SS0603,SS06,Hosts,0.51,0.52,0.26,0.18,0.22,6,0.58,0.69,0.54,,,,347.75,159.52,92.93,0.75,0.48,0.38,18,1.92,1,15,0.8,1,,,,,229.63,0.48,,0.53,0.43,0.37,1,0.09,0.1,0.07,0.2,0.06,0.04,,,,,0.11,0,,0.07,,,,0.25,0.13,0.05,39.04,,,,,0.23,,,,0.67,0.17,0.6,,,0.09,0.11,0.1,,,0.12,0.07,,,,12.69,4.42,9.43,,0.13,0.32,,0.12,0.06,0.34,5.99,0.17,,0.29,,,0.11,0.17,0.27,,,,,0.96,,,1,1,,,,,,299.72,335.56,0.6,0.08,20.2,,1,,0.11,0.05,0.16,,,,0.97,0.46,0.17,0,,,6.79,1,0.01,0.22,25.84,0.08,,,,,,0.28,0.12,0.13,0.35,0.69,,,0.07,,6827.58,97172.21,18.56,0.97,,2.76,0.76,0.25,7.04,35.56,,0.2,0.63,,,0.07,,0,0.08,0.03,0.01,0.32,1,0.81,0.97,0.78,0.7,1,0.02,0.1,,,,0.59,0.44,0.31,,,,0.05,0.19,0.23,,,,0.32,,0.09,0.23,0.12,0.05,,4.89
SS0604,SS06,IDPs,0.69,0.97,0.29,0.17,0.26,7,0.56,0.88,0.59,,,,371.23,185.25,84.28,0.77,0.48,0.37,17,1.68,1,19,0.96,1,,,,,253.62,0.58,,0.47,0.44,0.44,1,0.06,0.04,0.03,0.11,0.04,0.11,,,,0.2,0.06,0,,0.07,,,,0.21,0.08,0.06,53.67,,,,,,,,,0.76,0.23,0.6,,,0.1,0.1,0.13,,,,0.07,,,,14.12,4.55,7.73,,0.07,0.28,,0.09,0.05,0.26,7,0.09,0.11,,0.29,,0.21,0.21,0.24,,,,,0.75,,11.99,1,0,,,,,,344.94,377.94,0.59,,62.16,,1,0.31,0.13,,0.09,27.35,1,,,0.43,,0,,,4.97,1,,0.29,11.98,,0.13,,,,,0.19,0.1,0.15,0.32,0.65,0.71,,0.07,,3694.92,57590.54,16.23,,0.71,1.71,0.69,,9.7,36.07,0.26,,0.72,0.1,,0.14,0.13,1,,0.01,0.01,0.47,1,0.79,1,0.77,0.86,1,0.03,0.05,,,,0.59,0.47,0.37,,,,0.13,0.15,0.25,,0.25,0.11,,0,0.13,0.26,0.2,0.16,,7
SS0605,SS06,IDPs,0.39,0.66,0.25,0.19,0.26,8,0.5,0.66,0.53,,,,287.28,190.94,78.85,0.76,0.5,0.3,15,1.42,1,17,0.85,1,,,,,279.53,0.45,,0.58,0.4,0.48,1,0.05,0.11,0.06,0.26,0.07,0.11,,,,0.16,0.08,1,,,,,,0.23,0.13,0.14,69.15,0.04,,0.12,,0.11,,,,0.61,0.33,0.58,,,0.1,0.11,0.13,,,,0.13,,,,14.65,5.51,8.72,8.27,0.04,,,0.11,0.03,0.21,7,0.26,,0.2,,,0.08,0.16,,,,,,0.85,14.8,,,0,,,,,,200.23,312.13,0.6,0.19,54.05,,1,,0.17,,0.18,32.67,,,,0.58,,,,,5.82,1,0.02,0.12,14.06,,,,0.1,0.09,,0.25,0.13,0.12,0.24,0.68,,,0.13,0.22,6232.45,96137.5,16.63,0.81,0.56,2.7,0.68,0.24,7.68,39.29,0.14,0.19,0.59,,0.04,0.15,,1,,0.03,0.01,0.41,1,0.81,,0.89,,1,0.03,0.04,,0.02,,0.55,0.49,0.38,,,,0.09,0.17,0.25,,0.29,0.12,,,0.05,0.08,0.27,0.11,,7.34
SS0606,SS06,IDPs,0.34,1.19,0.21,0.18,0.21,6,0.57,0.83,0.47,,,,370.79,145.29,96.45,0.62,0.58,0.28,14,1.86,1,15,0.93,1,,,,,272.09,0.58,,0.45,0.45,0.38,1,0.09,0.1,0.02,0.15,0.13,0.14,,,,,0.12,0,,,,,,0.16,0.06,0.12,61.86,,,,,,,,,0.62,0.2,0.61,,,0.12,0.12,0.08,,,,,,,,13.96,5.29,9.04,7.23,0.13,,,0.11,0.03,0.25,6.03,0.24,,,0.21,,0.24,0.11,0.13,,,,,0.86,,,0,1,,,,,,228.54,357.39,0.59,0.2,45.45,0.09,0,,,,0.1,,,,,0.56,,,,,6.11,1,,0.22,25.66,0.32,,,,,0.04,0.26,0.11,0.18,0.25,,,,0.14,0.03,4761.2,54270.1,18.29,,0.7,2.25,0.63,,7.42,29.28,0.14,0.1,0.77,0.16,,0.14,,0,0.05,0.03,0.01,0.25,1,0.8,1,,,1,0.06,0.09,,0.01,,0.59,0.53,0.39,,,,0.17,0.22,0.17,,0.32,,0.28,,0.08,0.14,0.29,0.16,0.24,5.31
SS0607,SS06,Refugees,1.61,3.57,0.09,0.03,0.06,2,,,,,,,50.85,54.17,12.3,0.28,0.08,0.07,4,0.37,,6,0.17,,,,,,91.4,,,0.55,0.49,0.37,1,0.09,0.13,0.04,0.18,0.09,0.11,,,,0.08,0.14,1,0.1,0.1,,,,0.21,0.11,0.09,50.03,,,,0.26,0.26,,,,0.61,0.27,0.65,,,0.11,0.13,0.08,,,,,0.09,,,13.1,5.07,9.04,,0.1,0.25,,0.11,0.04,0.16,7,0.15,0.09,,0.2,,0.14,0.11,0.22,,,,,0.92,33.74,,,,,,,,,272.2,331.79,0.67,,23.65,,0,,,,0.16,31.62,,,,0.43,0.34,,,,4.91,1,,0.31,16.03,0.44,,,0.15,,0.08,0.21,0.09,0.21,0.18,0.6,,,0.07,0.97,8550.6,83744.26,17.55,0.96,,1.36,0.64,0.28,8.8,36,,0.16,0.58,0.18,0.05,0.13,0.08,0,,0.02,0.01,0.34,1,0.96,1,,,1,0.03,0.05,1,,0.1,0.52,0.52,0.31,,,,0.14,0.14,0.2,0.16,0.21,,,0,0.1,0.27,0.24,0.14,0.26,2.15
SS0608,SS06,IDPs,1.41,3.03,0.07,0.04,0.1,1,0.2,,,,,,50.04,44.06,18.02,0.14,,,5,0.6,,7,0.31,,,,,,58.81,,,0.44,0.38,0.4,3,0.07,0.04,0.03,0.23,0.09,0.05,,,0.1,,0.05,1,0.1,,,,,0.09,0.07,0.06,38.27,,,,,0.22,,,,0.72,0.32,0.61,,,0.07,0.1,0.09,,,0.07,,,,,12.37,4.67,9.22,7.23,0.06,0.34,,0.05,0.04,0.17,5.83,0.23,0.07,,0.18,,0.2,0.11,,,,,,0.99,11.79,26.14,,,,,,,,176.25,392.83,0.32,,24.5,,1,0.35,0.07,,0.27,23.99,1,,0.96,0.49,,1,,,5.83,1,0.03,0.12,21.07,0.08,,,0.08,0.09,0.08,0.22,0.13,0.29,0.13,,0.59,,0.09,,3594.47,142915.91,14.75,,,3.08,0.72,,9.87,35.82,0.21,,0.74,,,0.07,,1,,0.03,0.01,0.38,0.98,0.84,,,0.87,1,0.06,0.1,,0.01,0.08,0.51,0.53,0.32,,,,0.16,0.19,0.15,,0.19,0.16,0.24,,0.05,0.13,0.31,0.06,,1.1
SS0609,SS06,IDPs,1.88,3.58,0.04,0.02,0.05,1,,0.21,0.07,,,,44.92,29.81,11.28,,0.19,0.11,3,0.4,,6,0.26,,,,,,101.21,,,0.55,0.4,0.44,1,0.09,0.06,0.06,0.28,0.14,,,,,0.19,0.06,1,0.06,,,,,0.13,0.11,0.08,56.92,0.04,28.45,,0.08,0.19,,,,0.73,0.39,0.77,,,0.11,0.05,0.07,,,0.12,,0.19,,,10.67,5.95,9.83,,0.09,,,0.04,0.06,0.14,5.86,0.09,,,,,0.15,0.12,0.33,,,,,0.82,13.18,,,0,,,,,,327.24,351.56,0.24,0.07,37.87,,1,0.27,0.15,0.06,0.14,15.99,1,,0.09,0.58,0.31,,,,5.11,1,0.02,0.12,30.63,0.34,,,,,0.12,0.28,0.09,0.19,0.17,0.57,,,0.09,,8989.13,151573.29,16.96,0.77,0.71,3.34,0.63,0.26,7.73,28.95,,,0.67,,,0.14,,0,,0.02,0.01,0.37,1,0.84,0.95,0.9,0.7,1,0.03,0.08,,,,0.49,0.57,0.28,,,,0.12,0.24,0.23,0.19,0.12,0.14,,0,0.05,0.23,0.24,0.06,0.17,6.1
